시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일,등기신청일자,거래유형,중개사소재지
경기도 김포시 구래동,Jan.87,6887,1,호반베르디움더레이크2차,84.8559,202306,24,"45,500",2,2018,김포한강4로 471,,20230830,중개거래,경기 김포시
경기도 김포시 구래동,Jan.87,6887,1,호반베르디움더레이크2차,84.8559,202307,29,"46,200",3,2018,김포한강4로 471,,20230919,중개거래,경기 김포시
경기도 김포시 구래동,Jan.87,6887,1,호반베르디움더레이크2차,84.461,202308,29,"53,000",6,2018,김포한강4로 471,,20231108,중개거래,경기 김포시
경기도 김포시 구래동,Jan.87,6887,1,호반베르디움더레이크2차,84.8559,202309,10,"50,000",13,2018,김포한강4로 471,,20231026,중개거래,"경기 김포시, 인천 서구"
경기도 김포시 구래동,Jan.87,6887,1,호반베르디움더레이크2차,84.8559,202309,13,"49,000",16,2018,김포한강4로 471,,20231115,중개거래,경기 김포시
경기도 김포시 구래동,Jan.87,6887,1,호반베르디움더레이크2차,84.5425,202309,19,"57,500",9,2018,김포한강4로 471,,20231120,중개거래,경기 김포시
경기도 김포시 구래동,Jan.87,6887,1,호반베르디움더레이크2차,84.8559,202310,28,"52,000",17,2018,김포한강4로 471,,20240126,중개거래,경기 김포시
경기도 김포시 구래동,Jan.87,6887,1,호반베르디움더레이크2차,84.8559,202312,2,"50,500",18,2018,김포한강4로 471,, ,중개거래,경기 김포시
경기도 김포시 구래동,Jan.87,6887,1,호반베르디움더레이크2차,84.8559,202312,8,"47,000",14,2018,김포한강4로 471,,20240115,중개거래,경기 김포시
경기도 김포시 구래동,Jan.87,6887,1,호반베르디움더레이크2차,84.8559,202312,27,"45,000",11,2018,김포한강4로 471,, ,중개거래,경기 김포시
경기도 김포시 구래동,Jan.87,6887,1,호반베르디움더레이크2차,84.461,202401,18,"50,000",21,2018,김포한강4로 471,,20240131,직거래,-
경기도 김포시 구래동,Jan.87,6887,1,호반베르디움더레이크2차,84.8559,202401,18,"50,500",13,2018,김포한강4로 471,, ,중개거래,경기 김포시
경기도 김포시 구래동,Mar.87,6887,3,호반베르디움더레이크3차,84.8559,202306,30,"45,500",8,2018,김포한강8로 332,,20230904,중개거래,경기 김포시
경기도 김포시 구래동,Mar.87,6887,3,호반베르디움더레이크3차,84.8559,202307,8,"46,200",17,2018,김포한강8로 332,,20230925,중개거래,경기 김포시
경기도 김포시 구래동,Mar.87,6887,3,호반베르디움더레이크3차,84.8559,202308,8,"48,000",12,2018,김포한강8로 332,,20231013,중개거래,경기 김포시
경기도 김포시 구래동,Mar.87,6887,3,호반베르디움더레이크3차,84.8559,202308,8,"44,800",4,2018,김포한강8로 332,,20231020,중개거래,경기 김포시
경기도 김포시 구래동,Mar.87,6887,3,호반베르디움더레이크3차,84.8559,202308,18,"49,000",19,2018,김포한강8로 332,,20231127,중개거래,경기 김포시
경기도 김포시 구래동,Mar.87,6887,3,호반베르디움더레이크3차,84.8559,202309,2,"43,500",3,2018,김포한강8로 332,,20230925,중개거래,"경기 고양일산서구, 경기 김포시, 서울 동작구"
경기도 김포시 구래동,Mar.87,6887,3,호반베르디움더레이크3차,70.9032,202309,9,"43,500",19,2018,김포한강8로 332,,20231120,중개거래,"경기 김포시, 서울 동작구"
경기도 김포시 구래동,Mar.87,6887,3,호반베르디움더레이크3차,84.8559,202310,28,"49,000",9,2018,김포한강8로 332,,20240118,중개거래,경기 김포시
경기도 김포시 구래동,Mar.87,6887,3,호반베르디움더레이크3차,84.8559,202312,15,"47,000",13,2018,김포한강8로 332,,20240130,중개거래,경기 김포시
경기도 김포시 구래동,Mar.87,6887,3,호반베르디움더레이크3차,84.8559,202312,30,"47,000",7,2018,김포한강8로 332,,20240129,중개거래,경기 김포시
경기도 김포시 구래동,Mar.87,6887,3,호반베르디움더레이크3차,84.8559,202312,30,"45,500",4,2018,김포한강8로 332,, ,중개거래,경기 김포시
경기도 김포시 구래동,Mar.87,6887,3,호반베르디움더레이크3차,84.8559,202401,30,"46,000",10,2018,김포한강8로 332,, ,중개거래,경기 김포시
경기도 김포시 구래동,Feb.77,6877,2,호반베르디움더레이크5차,84.8559,202309,23,"43,300",4,2018,김포한강4로420번길 19,,20231124,중개거래,경기 김포시
경기도 김포시 구래동,Feb.77,6877,2,호반베르디움더레이크5차,84.8559,202309,26,"45,000",4,2018,김포한강4로420번길 19,,20231128,중개거래,경기 김포시
경기도 김포시 구래동,Feb.77,6877,2,호반베르디움더레이크5차,84.8559,202309,26,"48,500",12,2018,김포한강4로420번길 19,,20231130,중개거래,경기 김포시
경기도 김포시 구래동,Feb.77,6877,2,호반베르디움더레이크5차,84.8559,202310,28,"48,500",15,2018,김포한강4로420번길 19,,20231227,중개거래,경기 김포시
경기도 김포시 구래동,Feb.77,6877,2,호반베르디움더레이크5차,84.8559,202401,18,"41,300",4,2018,김포한강4로420번길 19,, ,중개거래,경기 김포시
경기도 김포시 구래동,6874-17,6874,17,호수마을e편한세상아파트,84.9759,202306,13,"39,000",8,2013,김포한강5로 385,,20230811,중개거래,경기 김포시
경기도 김포시 구래동,6874-17,6874,17,호수마을e편한세상아파트,84.6507,202306,17,"38,800",20,2013,김포한강5로 385,,20230804,중개거래,경기 김포시
경기도 김포시 구래동,6874-17,6874,17,호수마을e편한세상아파트,84.6499,202307,6,"39,000",6,2013,김포한강5로 385,,20231031,중개거래,경기 김포시
경기도 김포시 구래동,6874-17,6874,17,호수마을e편한세상아파트,84.9759,202307,8,"37,000",16,2013,김포한강5로 385,,20230810,중개거래,경기 김포시
경기도 김포시 구래동,6874-17,6874,17,호수마을e편한세상아파트,84.9759,202307,18,"39,000",12,2013,김포한강5로 385,,20231019,중개거래,경기 김포시
경기도 김포시 구래동,6874-17,6874,17,호수마을e편한세상아파트,84.8743,202307,27,"38,500",14,2013,김포한강5로 385,,20230920,중개거래,경기 김포시
경기도 김포시 구래동,6874-17,6874,17,호수마을e편한세상아파트,84.6499,202308,2,"39,500",15,2013,김포한강5로 385,,20230927,중개거래,경기 김포시
경기도 김포시 구래동,6874-17,6874,17,호수마을e편한세상아파트,84.6357,202308,20,"37,500",12,2013,김포한강5로 385,,20230914,중개거래,경기 김포시
경기도 김포시 구래동,6874-17,6874,17,호수마을e편한세상아파트,84.6357,202308,20,"38,000",12,2013,김포한강5로 385,,20231005,중개거래,경기 김포시
경기도 김포시 구래동,6874-17,6874,17,호수마을e편한세상아파트,84.7199,202308,24,"40,000",24,2013,김포한강5로 385,,20231211,중개거래,경기 김포시
경기도 김포시 구래동,6874-17,6874,17,호수마을e편한세상아파트,84.7199,202308,30,"40,000",16,2013,김포한강5로 385,,20231019,중개거래,경기 김포시
경기도 김포시 구래동,6874-17,6874,17,호수마을e편한세상아파트,84.6507,202309,2,"37,500",20,2013,김포한강5로 385,,20231006,중개거래,경기 김포시
경기도 김포시 구래동,6874-17,6874,17,호수마을e편한세상아파트,84.6507,202309,14,"36,500",4,2013,김포한강5로 385,,20231020,중개거래,경기 김포시
경기도 김포시 구래동,6874-17,6874,17,호수마을e편한세상아파트,84.9759,202309,17,"39,300",8,2013,김포한강5로 385,,20231123,중개거래,경기 김포시
경기도 김포시 구래동,6874-17,6874,17,호수마을e편한세상아파트,84.6507,202309,18,"38,200",26,2013,김포한강5로 385,,20231023,중개거래,경기 김포시
경기도 김포시 구래동,6874-17,6874,17,호수마을e편한세상아파트,84.9759,202310,12,"39,900",8,2013,김포한강5로 385,,20231121,중개거래,경기 김포시
경기도 김포시 구래동,6874-17,6874,17,호수마을e편한세상아파트,84.6507,202310,18,"37,600",10,2013,김포한강5로 385,,20231208,중개거래,경기 김포시
경기도 김포시 구래동,6874-17,6874,17,호수마을e편한세상아파트,84.6357,202311,6,"37,700",3,2013,김포한강5로 385,,20231229,중개거래,경기 김포시
경기도 김포시 구래동,6874-17,6874,17,호수마을e편한세상아파트,84.6357,202311,9,"37,550",20,2013,김포한강5로 385,,20240108,중개거래,경기 김포시
경기도 김포시 구래동,6874-17,6874,17,호수마을e편한세상아파트,84.6357,202311,14,"37,700",6,2013,김포한강5로 385,,20240105,중개거래,경기 김포시
경기도 김포시 구래동,6874-17,6874,17,호수마을e편한세상아파트,84.6507,202311,16,"45,500",6,2013,김포한강5로 385,,20240112,중개거래,경기 김포시
경기도 김포시 구래동,6874-17,6874,17,호수마을e편한세상아파트,84.6507,202311,19,"37,800",16,2013,김포한강5로 385,,20231220,중개거래,"경기 김포시, 인천 서구"
경기도 김포시 구래동,6874-17,6874,17,호수마을e편한세상아파트,84.7199,202311,25,"39,700",13,2013,김포한강5로 385,,20231206,중개거래,경기 김포시
경기도 김포시 구래동,6874-17,6874,17,호수마을e편한세상아파트,84.7199,202311,27,"39,500",17,2013,김포한강5로 385,,20240119,중개거래,경기 김포시
경기도 김포시 구래동,6874-17,6874,17,호수마을e편한세상아파트,84.9387,202312,1,"39,000",16,2013,김포한강5로 385,,20240103,중개거래,경기 김포시
경기도 김포시 구래동,6874-17,6874,17,호수마을e편한세상아파트,84.6507,202312,4,"39,500",9,2013,김포한강5로 385,,20240125,중개거래,경기 김포시
경기도 김포시 구래동,6874-17,6874,17,호수마을e편한세상아파트,84.8743,202312,11,"41,000",18,2013,김포한강5로 385,,20231215,중개거래,경기 김포시
경기도 김포시 구래동,6874-17,6874,17,호수마을e편한세상아파트,84.6507,202312,27,"38,900",11,2013,김포한강5로 385,, ,중개거래,경기 김포시
경기도 김포시 구래동,6874-17,6874,17,호수마을e편한세상아파트,84.7199,202312,30,"39,800",6,2013,김포한강5로 385,, ,중개거래,경기 김포시
경기도 김포시 구래동,6874-17,6874,17,호수마을e편한세상아파트,84.6357,202401,20,"38,000",9,2013,김포한강5로 385,, ,중개거래,경기 김포시
경기도 김포시 구래동,Jun.74,6874,6,호수마을이편한세상,84.7199,202306,21,"41,800",26,2014,김포한강4로420번길 164,,20230925,중개거래,경기 김포시
경기도 김포시 구래동,Jun.74,6874,6,호수마을이편한세상,84.6357,202308,10,"40,700",27,2014,김포한강4로420번길 164,,20230913,중개거래,경기 김포시
경기도 김포시 구래동,Jun.74,6874,6,호수마을이편한세상,84.9759,202308,26,"41,000",6,2014,김포한강4로420번길 164,,20231103,중개거래,경기 김포시
경기도 김포시 구래동,Jun.74,6874,6,호수마을이편한세상,84.6499,202309,2,"41,000",11,2014,김포한강4로420번길 164,,20231010,중개거래,경기 김포시
경기도 김포시 구래동,Jun.74,6874,6,호수마을이편한세상,84.6499,202309,13,"40,400",6,2014,김포한강4로420번길 164,,20231024,중개거래,경기 김포시
경기도 김포시 구래동,Jun.74,6874,6,호수마을이편한세상,84.6357,202310,10,"40,000",6,2014,김포한강4로420번길 164,,20240112,중개거래,"경기 김포시, 서울 동작구"
경기도 김포시 구래동,Jun.74,6874,6,호수마을이편한세상,84.6357,202310,29,"38,700",5,2014,김포한강4로420번길 164,,20231229,중개거래,경기 김포시
경기도 김포시 구래동,Jun.74,6874,6,호수마을이편한세상,84.6499,202311,9,"40,800",7,2014,김포한강4로420번길 164,,20240129,중개거래,"경기 김포시, 인천 서구"
경기도 김포시 구래동,Jun.74,6874,6,호수마을이편한세상,84.9759,202311,11,"40,700",8,2014,김포한강4로420번길 164,,20231222,중개거래,경기 김포시
경기도 김포시 구래동,Jun.74,6874,6,호수마을이편한세상,84.6357,202312,6,"39,200",8,2014,김포한강4로420번길 164,,20231229,중개거래,"경기 김포시, 인천 서구"
경기도 김포시 구래동,Jun.74,6874,6,호수마을이편한세상,84.7199,202401,4,"42,000",18,2014,김포한강4로420번길 164,, ,중개거래,"경기 김포시, 서울 관악구"
경기도 김포시 마산동,672-3,672,3,e편한세상한강신도시2차,74.2092,202306,8,"40,600",13,2018,김포한강8로 173-59,,20230802,중개거래,경기 김포시
경기도 김포시 마산동,672-3,672,3,e편한세상한강신도시2차,84.9791,202306,12,"44,520",19,2018,김포한강8로 173-59,,20230614,중개거래,인천 서구
경기도 김포시 마산동,672-3,672,3,e편한세상한강신도시2차,84.9791,202306,14,"43,000",7,2018,김포한강8로 173-59,,20230831,중개거래,경기 김포시
경기도 김포시 마산동,672-3,672,3,e편한세상한강신도시2차,74.2092,202306,17,"40,500",11,2018,김포한강8로 173-59,,20230831,중개거래,경기 김포시
경기도 김포시 마산동,672-3,672,3,e편한세상한강신도시2차,84.9791,202306,29,"42,700",6,2018,김포한강8로 173-59,20230704, ,중개거래,경기 김포시
경기도 김포시 마산동,672-3,672,3,e편한세상한강신도시2차,84.9791,202306,29,"42,700",6,2018,김포한강8로 173-59,,20230719,중개거래,경기 김포시
경기도 김포시 마산동,672-3,672,3,e편한세상한강신도시2차,84.9791,202307,6,"44,500",16,2018,김포한강8로 173-59,,20230727,중개거래,경기 김포시
경기도 김포시 마산동,672-3,672,3,e편한세상한강신도시2차,84.9704,202307,6,"44,075",13,2018,김포한강8로 173-59,,20230727,중개거래,경기 김포시
경기도 김포시 마산동,672-3,672,3,e편한세상한강신도시2차,84.9791,202307,7,"45,000",23,2018,김포한강8로 173-59,,20231026,중개거래,경기 김포시
경기도 김포시 마산동,672-3,672,3,e편한세상한강신도시2차,74.6714,202307,9,"40,000",18,2018,김포한강8로 173-59,,20230914,중개거래,경기 김포시
경기도 김포시 마산동,672-3,672,3,e편한세상한강신도시2차,84.9791,202307,10,"43,410",9,2018,김포한강8로 173-59,,20230727,중개거래,경기 김포시
경기도 김포시 마산동,672-3,672,3,e편한세상한강신도시2차,84.9704,202307,13,"44,075",13,2018,김포한강8로 173-59,,20230727,중개거래,경기 김포시
경기도 김포시 마산동,672-3,672,3,e편한세상한강신도시2차,84.9791,202307,20,"45,000",5,2018,김포한강8로 173-59,,20230908,중개거래,경기 김포시
경기도 김포시 마산동,672-3,672,3,e편한세상한강신도시2차,74.2092,202308,14,"43,000",11,2018,김포한강8로 173-59,,20231027,중개거래,경기 김포시
경기도 김포시 마산동,672-3,672,3,e편한세상한강신도시2차,84.9791,202308,16,"44,500",4,2018,김포한강8로 173-59,,20231024,중개거래,경기 김포시
경기도 김포시 마산동,672-3,672,3,e편한세상한강신도시2차,84.9791,202308,17,"42,000",2,2018,김포한강8로 173-59,,20231004,중개거래,경기 김포시
경기도 김포시 마산동,672-3,672,3,e편한세상한강신도시2차,84.9791,202308,17,"40,000",2,2018,김포한강8로 173-59,,20230818,직거래,-
경기도 김포시 마산동,672-3,672,3,e편한세상한강신도시2차,74.6714,202309,5,"41,500",11,2018,김포한강8로 173-59,,20231020,중개거래,경기 김포시
경기도 김포시 마산동,672-3,672,3,e편한세상한강신도시2차,84.9791,202309,15,"47,000",15,2018,김포한강8로 173-59,,20231206,중개거래,경기 김포시
경기도 김포시 마산동,672-3,672,3,e편한세상한강신도시2차,84.9791,202309,21,"44,500",2,2018,김포한강8로 173-59,,20231129,중개거래,경기 김포시
경기도 김포시 마산동,672-3,672,3,e편한세상한강신도시2차,74.6714,202309,27,"40,800",12,2018,김포한강8로 173-59,,20231124,중개거래,경기 김포시
경기도 김포시 마산동,672-3,672,3,e편한세상한강신도시2차,84.9704,202310,15,"44,800",16,2018,김포한강8로 173-59,,20231122,중개거래,경기 김포시
경기도 김포시 마산동,672-3,672,3,e편한세상한강신도시2차,84.9791,202311,3,"40,500",1,2018,김포한강8로 173-59,,20231109,중개거래,경기 김포시
경기도 김포시 마산동,672-3,672,3,e편한세상한강신도시2차,84.9791,202311,11,"48,500",15,2018,김포한강8로 173-59,, ,중개거래,경기 김포시
경기도 김포시 마산동,672-3,672,3,e편한세상한강신도시2차,74.6714,202311,13,"40,000",17,2018,김포한강8로 173-59,,20240105,중개거래,경기 김포시
경기도 김포시 마산동,672-3,672,3,e편한세상한강신도시2차,84.9704,202312,19,"47,400",24,2018,김포한강8로 173-59,,20240103,중개거래,경기 김포시
경기도 김포시 마산동,672-3,672,3,e편한세상한강신도시2차,84.9704,202312,19,"46,900",8,2018,김포한강8로 173-59,,20231227,중개거래,인천 서구
경기도 김포시 마산동,672-3,672,3,e편한세상한강신도시2차,84.9791,202312,19,"47,400",25,2018,김포한강8로 173-59,, ,중개거래,경기 김포시
경기도 김포시 마산동,672-3,672,3,e편한세상한강신도시2차,84.9791,202312,19,"47,200",29,2018,김포한강8로 173-59,,20231227,중개거래,경기 김포시
경기도 김포시 마산동,672-3,672,3,e편한세상한강신도시2차,84.9791,202312,19,"46,075",6,2018,김포한강8로 173-59,,20231227,중개거래,경기 김포시
경기도 김포시 마산동,672-3,672,3,e편한세상한강신도시2차,84.9704,202312,19,"46,900",7,2018,김포한강8로 173-59,,20231227,중개거래,경기 김포시
경기도 김포시 마산동,672-3,672,3,e편한세상한강신도시2차,84.9791,202312,19,"47,400",26,2018,김포한강8로 173-59,,20240103,중개거래,인천 서구
경기도 김포시 마산동,672-3,672,3,e편한세상한강신도시2차,84.9791,202312,19,"45,200",3,2018,김포한강8로 173-59,, ,중개거래,경기 김포시
경기도 김포시 마산동,672-3,672,3,e편한세상한강신도시2차,84.9791,202312,19,"45,200",3,2018,김포한강8로 173-59,, ,중개거래,경기 김포시
경기도 김포시 마산동,672-3,672,3,e편한세상한강신도시2차,84.9704,202312,19,"44,750",1,2018,김포한강8로 173-59,, ,중개거래,인천 서구
경기도 김포시 마산동,672-3,672,3,e편한세상한강신도시2차,74.6714,202312,20,"40,000",12,2018,김포한강8로 173-59,, ,중개거래,경기 김포시
경기도 김포시 마산동,672-3,672,3,e편한세상한강신도시2차,84.9791,202312,21,"46,800",22,2018,김포한강8로 173-59,, ,중개거래,경기 김포시
경기도 김포시 마산동,672-3,672,3,e편한세상한강신도시2차,74.2092,202312,22,"38,800",11,2018,김포한강8로 173-59,,20231226,직거래,-
경기도 김포시 마산동,672-3,672,3,e편한세상한강신도시2차,74.6714,202401,18,"40,000",22,2018,김포한강8로 173-59,, ,중개거래,경기 김포시
경기도 김포시 마산동,639-8,639,8,은여울마을경남아너스빌,74.65,202306,17,"34,500",19,2013,김포한강8로 173-58,,20230817,중개거래,경기 김포시
경기도 김포시 마산동,639-8,639,8,은여울마을경남아너스빌,74.65,202306,17,"34,500",10,2013,김포한강8로 173-58,,20230724,중개거래,경기 김포시
경기도 김포시 마산동,639-8,639,8,은여울마을경남아너스빌,84.8,202307,26,"37,000",8,2013,김포한강8로 173-58,,20230915,중개거래,경기 김포시
경기도 김포시 마산동,639-8,639,8,은여울마을경남아너스빌,74.65,202308,10,"34,400",14,2013,김포한강8로 173-58,,20231004,중개거래,경기 김포시
경기도 김포시 마산동,639-8,639,8,은여울마을경남아너스빌,84.8,202308,28,"40,400",5,2013,김포한강8로 173-58,,20231122,중개거래,경기 김포시
경기도 김포시 마산동,639-8,639,8,은여울마을경남아너스빌,84.99,202309,10,"38,800",17,2013,김포한강8로 173-58,,20231019,중개거래,경기 김포시
경기도 김포시 마산동,639-8,639,8,은여울마을경남아너스빌,74.65,202309,16,"35,500",16,2013,김포한강8로 173-58,,20231030,중개거래,경기 김포시
경기도 김포시 마산동,639-8,639,8,은여울마을경남아너스빌,74.82,202309,16,"34,600",16,2013,김포한강8로 173-58,,20231122,중개거래,경기 김포시
경기도 김포시 마산동,639-8,639,8,은여울마을경남아너스빌,74.65,202309,17,"35,000",8,2013,김포한강8로 173-58,,20231226,중개거래,경기 김포시
경기도 김포시 마산동,639-8,639,8,은여울마을경남아너스빌,74.65,202309,17,"35,000",8,2013,김포한강8로 173-58,20230919, ,중개거래,경기 김포시
경기도 김포시 마산동,639-8,639,8,은여울마을경남아너스빌,74.82,202309,21,"34,100",10,2013,김포한강8로 173-58,,20231121,중개거래,경기 김포시
경기도 김포시 마산동,639-8,639,8,은여울마을경남아너스빌,74.82,202310,9,"35,700",13,2013,김포한강8로 173-58,,20231215,중개거래,경기 김포시
경기도 김포시 마산동,639-8,639,8,은여울마을경남아너스빌,84.76,202310,26,"36,800",8,2013,김포한강8로 173-58,, ,중개거래,경기 김포시
경기도 김포시 마산동,639-8,639,8,은여울마을경남아너스빌,74.65,202310,28,"33,900",6,2013,김포한강8로 173-58,,20240105,중개거래,경기 김포시
경기도 김포시 마산동,639-8,639,8,은여울마을경남아너스빌,74.65,202311,25,"34,700",12,2013,김포한강8로 173-58,,20240115,중개거래,경기 김포시
경기도 김포시 마산동,639-8,639,8,은여울마을경남아너스빌,84.76,202312,2,"39,500",16,2013,김포한강8로 173-58,, ,중개거래,경기 김포시
경기도 김포시 마산동,639-8,639,8,은여울마을경남아너스빌,74.65,202312,8,"36,000",15,2013,김포한강8로 173-58,,20240122,중개거래,경기 김포시
경기도 김포시 마산동,639-8,639,8,은여울마을경남아너스빌,74.82,202312,14,"35,000",9,2013,김포한강8로 173-58,,20240115,중개거래,경기 김포시
경기도 김포시 마산동,639-8,639,8,은여울마을경남아너스빌,84.99,202312,17,"40,300",11,2013,김포한강8로 173-58,,20240122,중개거래,-
경기도 김포시 마산동,639-8,639,8,은여울마을경남아너스빌,84.8,202312,18,"37,400",16,2013,김포한강8로 173-58,, ,중개거래,경기 김포시
경기도 김포시 마산동,639-8,639,8,은여울마을경남아너스빌,84.66,202312,23,"39,000",14,2013,김포한강8로 173-58,, ,중개거래,경기 김포시
경기도 김포시 마산동,639-8,639,8,은여울마을경남아너스빌,74.65,202312,26,"34,800",8,2013,김포한강8로 173-58,, ,중개거래,경기 김포시
경기도 김포시 마산동,639-8,639,8,은여울마을경남아너스빌,74.65,202401,15,"35,000",18,2013,김포한강8로 173-58,, ,중개거래,경기 김포시
경기도 김포시 마산동,636-1,636,1,한강 힐스테이트,84.954,202306,10,"37,000",7,2013,김포한강7로22번길 22,,20230814,중개거래,경기 김포시
경기도 김포시 마산동,636-1,636,1,한강 힐스테이트,84.9454,202306,29,"38,400",10,2013,김포한강7로22번길 22,,20230915,중개거래,경기 김포시
경기도 김포시 마산동,636-1,636,1,한강 힐스테이트,84.9238,202306,30,"36,800",12,2013,김포한강7로22번길 22,,20230726,중개거래,경기 김포시
경기도 김포시 마산동,636-1,636,1,한강 힐스테이트,84.9238,202307,24,"35,900",16,2013,김포한강7로22번길 22,,20231010,중개거래,경기 김포시
경기도 김포시 마산동,636-1,636,1,한강 힐스테이트,84.9794,202308,5,"37,200",10,2013,김포한강7로22번길 22,,20230919,중개거래,경기 김포시
경기도 김포시 마산동,636-1,636,1,한강 힐스테이트,84.9744,202308,15,"36,000",13,2013,김포한강7로22번길 22,,20230920,중개거래,경기 김포시
경기도 김포시 마산동,636-1,636,1,한강 힐스테이트,84.937,202308,19,"38,000",27,2013,김포한강7로22번길 22,,20231031,중개거래,경기 김포시
경기도 김포시 마산동,636-1,636,1,한강 힐스테이트,84.954,202308,25,"36,500",1,2013,김포한강7로22번길 22,,20231110,중개거래,경기 김포시
경기도 김포시 마산동,636-1,636,1,한강 힐스테이트,84.9794,202308,25,"38,000",19,2013,김포한강7로22번길 22,,20230927,중개거래,경기 김포시
경기도 김포시 마산동,636-1,636,1,한강 힐스테이트,84.9794,202308,26,"38,000",20,2013,김포한강7로22번길 22,,20231026,중개거래,경기 김포시
경기도 김포시 마산동,636-1,636,1,한강 힐스테이트,84.9122,202308,28,"37,800",17,2013,김포한강7로22번길 22,,20231121,중개거래,경기 김포시
경기도 김포시 마산동,636-1,636,1,한강 힐스테이트,84.9454,202309,4,"41,000",18,2013,김포한강7로22번길 22,,20231204,중개거래,경기 김포시
경기도 김포시 마산동,636-1,636,1,한강 힐스테이트,84.9238,202309,16,"38,300",22,2013,김포한강7로22번길 22,,20231205,중개거래,경기 김포시
경기도 김포시 마산동,636-1,636,1,한강 힐스테이트,84.9238,202309,23,"37,900",16,2013,김포한강7로22번길 22,,20231124,중개거래,경기 김포시
경기도 김포시 마산동,636-1,636,1,한강 힐스테이트,84.9238,202309,27,"36,200",4,2013,김포한강7로22번길 22,, ,중개거래,경기 김포시
경기도 김포시 마산동,636-1,636,1,한강 힐스테이트,84.9744,202310,7,"34,900",5,2013,김포한강7로22번길 22,,20231222,중개거래,경기 김포시
경기도 김포시 마산동,636-1,636,1,한강 힐스테이트,84.937,202310,14,"38,000",10,2013,김포한강7로22번길 22,,20231129,중개거래,"경기 고양일산서구, 경기 김포시"
경기도 김포시 마산동,636-1,636,1,한강 힐스테이트,84.9794,202310,26,"39,000",3,2013,김포한강7로22번길 22,, ,중개거래,경기 김포시
경기도 김포시 마산동,636-1,636,1,한강 힐스테이트,84.9238,202311,6,"37,000",4,2013,김포한강7로22번길 22,,20240105,중개거래,경기 김포시
경기도 김포시 마산동,636-1,636,1,한강 힐스테이트,84.9122,202311,7,"37,000",16,2013,김포한강7로22번길 22,, ,중개거래,경기 김포시
경기도 김포시 마산동,636-1,636,1,한강 힐스테이트,84.954,202311,11,"38,000",16,2013,김포한강7로22번길 22,, ,중개거래,경기 김포시
경기도 김포시 마산동,636-1,636,1,한강 힐스테이트,84.9238,202311,16,"36,500",2,2013,김포한강7로22번길 22,,20231218,중개거래,경기 김포시
경기도 김포시 마산동,636-1,636,1,한강 힐스테이트,84.9122,202311,17,"38,000",3,2013,김포한강7로22번길 22,,20231229,직거래,-
경기도 김포시 마산동,636-1,636,1,한강 힐스테이트,84.937,202311,19,"37,800",12,2013,김포한강7로22번길 22,20231127, ,중개거래,경기 김포시
경기도 김포시 마산동,636-1,636,1,한강 힐스테이트,84.937,202311,19,"37,800",12,2013,김포한강7로22번길 22,, ,중개거래,경기 김포시
경기도 김포시 마산동,636-1,636,1,한강 힐스테이트,84.954,202311,27,"36,500",2,2013,김포한강7로22번길 22,, ,중개거래,경기 김포시
경기도 김포시 마산동,636-1,636,1,한강 힐스테이트,84.954,202312,12,"37,000",9,2013,김포한강7로22번길 22,, ,중개거래,경기 김포시
경기도 김포시 마산동,636-1,636,1,한강 힐스테이트,84.9454,202312,13,"37,200",14,2013,김포한강7로22번길 22,,20240117,중개거래,경기 김포시
경기도 김포시 마산동,636-1,636,1,한강 힐스테이트,84.954,202312,22,"38,000",12,2013,김포한강7로22번길 22,, ,중개거래,경기 김포시
경기도 김포시 마산동,636-1,636,1,한강 힐스테이트,84.9122,202312,27,"37,300",15,2013,김포한강7로22번길 22,, ,중개거래,경기 김포시
경기도 김포시 마산동,636-1,636,1,한강 힐스테이트,84.9744,202312,29,"36,900",5,2013,김포한강7로22번길 22,,20240131,중개거래,경기 김포시
경기도 김포시 마산동,636-1,636,1,한강 힐스테이트,84.9454,202312,30,"38,000",19,2013,김포한강7로22번길 22,, ,중개거래,"경기 김포시, 서울 동작구"
경기도 김포시 마산동,636-1,636,1,한강 힐스테이트,84.9238,202401,6,"38,000",20,2013,김포한강7로22번길 22,, ,중개거래,경기 김포시
경기도 김포시 마산동,636-1,636,1,한강 힐스테이트,84.9238,202401,13,"40,000",19,2013,김포한강7로22번길 22,, ,중개거래,"경기 김포시, 서울 동작구"
경기도 김포시 마산동,638-4,638,4,한강동일스위트TheParkView1단지,84.9584,202306,4,"40,500",12,2020,김포한강8로 173-88,,20230731,중개거래,경기 김포시
경기도 김포시 마산동,638-4,638,4,한강동일스위트TheParkView1단지,84.8977,202306,6,"40,000",7,2020,김포한강8로 173-88,,20230710,중개거래,경기 김포시
경기도 김포시 마산동,638-4,638,4,한강동일스위트TheParkView1단지,84.9584,202306,10,"39,000",2,2020,김포한강8로 173-88,,20230728,중개거래,경기 김포시
경기도 김포시 마산동,638-4,638,4,한강동일스위트TheParkView1단지,84.991,202306,12,"40,000",8,2020,김포한강8로 173-88,,20230828,중개거래,경기 김포시
경기도 김포시 마산동,638-4,638,4,한강동일스위트TheParkView1단지,84.9584,202306,14,"41,400",17,2020,김포한강8로 173-88,,20230817,중개거래,경기 김포시
경기도 김포시 마산동,638-4,638,4,한강동일스위트TheParkView1단지,84.9584,202306,14,"45,000",13,2020,김포한강8로 173-88,,20230904,중개거래,경기 김포시
